threshold,accuracy,precision_spoof,recall_spoof,f1_spoof,roc_auc,pr_auc,far_attack_pass_rate,frr_genuine_reject_rate,attack_pass_rate,attack_block_rate,genuine_pass_rate,tn,fp,fn,tp,n,positive_spoof_count,negative_live_count,model,split,parameter_count
0.21000000000000002,0.8045977011494253,0.7676767676767676,0.8735632183908046,0.8172043010752689,0.8892852424362532,0.8853344898740043,0.12643678160919541,0.26436781609195403,0.12643678160919541,0.8735632183908046,0.735632183908046,64,23,11,76,174,87,87,gru_v3_w5.0,valid,5217
0.21000000000000002,0.7619047619047619,0.7422680412371134,0.782608695652174,0.7619047619047619,0.8573509636934111,0.8253158007425304,0.21739130434782608,0.25773195876288657,0.21739130434782608,0.782608695652174,0.7422680412371134,72,25,20,72,189,92,97,gru_v3_w5.0,test,5217
