threshold,accuracy,precision_spoof,recall_spoof,f1_spoof,roc_auc,pr_auc,far_attack_pass_rate,frr_genuine_reject_rate,attack_pass_rate,attack_block_rate,genuine_pass_rate,tn,fp,fn,tp,n,positive_spoof_count,negative_live_count,model,split,inference_time_ms_per_sample,parameter_count,feature_mode,selected_feature_count
0.22,0.768361581920904,0.7,0.9438202247191011,0.8038277511961722,0.8516343207354444,0.8576081840021914,0.056179775280898875,0.4090909090909091,0.056179775280898875,0.9438202247191011,0.5909090909090909,52,36,5,84,177,89,88,gru_all,valid,0.03448180199237698,5217,all,20
0.22,0.7853403141361257,0.7226890756302521,0.9148936170212766,0.8075117370892019,0.8504057907435841,0.8104763001619048,0.0851063829787234,0.3402061855670103,0.0851063829787234,0.9148936170212766,0.6597938144329897,64,33,8,86,191,94,97,gru_all,test,0.032277481571932116,5217,all,20
