threshold,accuracy,precision_spoof,recall_spoof,f1_spoof,roc_auc,pr_auc,far_attack_pass_rate,frr_genuine_reject_rate,attack_pass_rate,attack_block_rate,genuine_pass_rate,tn,fp,fn,tp,n,positive_spoof_count,negative_live_count,model,split,parameter_count
0.18000000000000002,0.7931034482758621,0.7428571428571429,0.896551724137931,0.8125,0.8740916897872903,0.8735581649559894,0.10344827586206896,0.3103448275862069,0.10344827586206896,0.896551724137931,0.6896551724137931,60,27,9,78,174,87,87,gru_v3_w10.0,valid,5217
0.18000000000000002,0.7513227513227513,0.7184466019417476,0.8043478260869565,0.7589743589743589,0.8697893321380546,0.8534829190664135,0.1956521739130435,0.29896907216494845,0.1956521739130435,0.8043478260869565,0.7010309278350515,68,29,18,74,189,92,97,gru_v3_w10.0,test,5217
