threshold,accuracy,precision_spoof,recall_spoof,f1_spoof,roc_auc,pr_auc,far_attack_pass_rate,frr_genuine_reject_rate,attack_pass_rate,attack_block_rate,genuine_pass_rate,tn,fp,fn,tp,n,positive_spoof_count,negative_live_count,model,split,parameter_count
0.18000000000000002,0.7873563218390804,0.7314814814814815,0.9080459770114943,0.8102564102564103,0.8751486325802617,0.8670500286857084,0.09195402298850575,0.3333333333333333,0.09195402298850575,0.9080459770114943,0.6666666666666666,58,29,8,79,174,87,87,gru_v3_w8.0,valid,5217
0.18000000000000002,0.7619047619047619,0.7281553398058253,0.8152173913043478,0.7692307692307693,0.8702375616315554,0.8553718123279974,0.18478260869565216,0.28865979381443296,0.18478260869565216,0.8152173913043478,0.711340206185567,69,28,17,75,189,92,97,gru_v3_w8.0,test,5217
