epoch,train_loss,val_auc,val_f1_0_5,val_far_0_5,val_frr_0_5
1,0.8340006145563993,0.40613026819923376,0.5633802816901409,0.3103448275862069,0.7586206896551724
2,0.8203661875291304,0.4295151274937244,0.5517241379310345,0.3563218390804598,0.6896551724137931
3,0.8223538290370594,0.456995640110979,0.5612244897959183,0.367816091954023,0.6206896551724138
4,0.8074007088487799,0.49134628088254717,0.582010582010582,0.367816091954023,0.5402298850574713
5,0.7810171896761114,0.5093143083630598,0.5568181818181818,0.4367816091954023,0.45977011494252873
6,0.7820976268161427,0.5189589113489232,0.5443037974683544,0.5057471264367817,0.3218390804597701
7,0.8043009367856112,0.5353415246399789,0.45390070921985815,0.632183908045977,0.25287356321839083
8,0.7943368228999051,0.5630862729554762,0.460431654676259,0.632183908045977,0.22988505747126436
9,0.7657791213555769,0.5847536002113886,0.45925925925925926,0.6436781609195402,0.19540229885057472
10,0.7705209363590587,0.6020610384462941,0.4461538461538462,0.6666666666666666,0.16091954022988506
11,0.7586679025129839,0.6316554366494913,0.42857142857142855,0.6896551724137931,0.13793103448275862
12,0.7524654919450934,0.665477606024574,0.39344262295081966,0.7241379310344828,0.12643678160919541
13,0.7349365082654086,0.6921654115471001,0.38016528925619836,0.735632183908046,0.12643678160919541
14,0.7323376698927446,0.7180605099748976,0.39344262295081966,0.7241379310344828,0.12643678160919541
15,0.7112937894734469,0.7394636015325671,0.3865546218487395,0.735632183908046,0.10344827586206896
16,0.7361448569731279,0.7570352754657155,0.4,0.7241379310344828,0.10344827586206896
17,0.7203205065293745,0.7668119963007002,0.47244094488188976,0.6551724137931034,0.11494252873563218
18,0.6837849183516069,0.7748711850971066,0.5037037037037037,0.6091954022988506,0.16091954022988506
19,0.6411697918718512,0.7775135420795349,0.5362318840579711,0.5747126436781609,0.16091954022988506
20,0.6494732390750538,0.7883472057074912,0.5693430656934306,0.5517241379310345,0.12643678160919541
21,0.6505677103996277,0.7821376667987845,0.625,0.4827586206896552,0.13793103448275862
22,0.6169481033628638,0.7772493063812921,0.6308724832214765,0.45977011494252873,0.1724137931034483
23,0.5980368148196827,0.7773814242304136,0.6081081081081081,0.4827586206896552,0.1839080459770115
24,0.6631844152103771,0.7788347205707491,0.5945945945945946,0.4942528735632184,0.19540229885057472
25,0.5954261097041044,0.7837230809882415,0.6,0.4827586206896552,0.20689655172413793
26,0.5672404928640886,0.7917822697846479,0.6068965517241379,0.4942528735632184,0.16091954022988506
27,0.5302633724429391,0.7964063945038975,0.5735294117647058,0.5517241379310345,0.11494252873563218
28,0.5162772319533608,0.7974633372968688,0.6068965517241379,0.4942528735632184,0.16091954022988506
29,0.5320572067390789,0.7986523979389616,0.6013986013986014,0.5057471264367817,0.14942528735632185
30,0.5239086096937006,0.8158277183247457,0.6344827586206897,0.47126436781609193,0.13793103448275862
31,0.48086773265491833,0.8289073853877659,0.6621621621621622,0.4367816091954023,0.13793103448275862
32,0.5055096041072499,0.8324745673140441,0.6388888888888888,0.47126436781609193,0.12643678160919541
33,0.47032329169186676,0.825472321310609,0.6754966887417219,0.41379310344827586,0.14942528735632185
34,0.48101273991844873,0.8337957458052583,0.7012987012987013,0.3793103448275862,0.14942528735632185
35,0.4284553283994848,0.8441009380367288,0.68,0.41379310344827586,0.13793103448275862
36,0.4376829835501584,0.8452899986788215,0.6573426573426573,0.45977011494252873,0.10344827586206896
37,0.44953224740245123,0.8434403487911217,0.6878980891719745,0.3793103448275862,0.1839080459770115
38,0.4188007265329361,0.8411943453560575,0.7630057803468208,0.2413793103448276,0.22988505747126436
39,0.4251891726797277,0.8344563350508654,0.7368421052631579,0.27586206896551724,0.2413793103448276
40,0.4091439572247592,0.8487250627559784,0.7080745341614907,0.3448275862068966,0.19540229885057472
41,0.41423106735402887,0.8647113224996698,0.7692307692307693,0.25287356321839083,0.19540229885057472
42,0.3816035457632758,0.8637864975558198,0.7295597484276729,0.3333333333333333,0.16091954022988506
43,0.3738013885237954,0.8633901440084556,0.7261146496815286,0.3448275862068966,0.14942528735632185
44,0.34249537641351874,0.868014268727705,0.7407407407407407,0.3103448275862069,0.1724137931034483
45,0.38032056526704267,0.8695996829171622,0.7425149700598802,0.28735632183908044,0.20689655172413793
46,0.3421278392726725,0.8652397938961554,0.7012987012987013,0.3793103448275862,0.14942528735632185
47,0.34174422242424707,0.865107676047034,0.7058823529411765,0.3793103448275862,0.13793103448275862
48,0.39504887570034375,0.8784515788082969,0.7719298245614035,0.2413793103448276,0.20689655172413793
49,0.3185335248708725,0.8809618179416039,0.7672955974842768,0.2988505747126437,0.12643678160919541
50,0.35943292623216455,0.8795085216012684,0.7619047619047619,0.26436781609195403,0.19540229885057472
51,0.33031412146308203,0.8773946360153257,0.75,0.27586206896551724,0.20689655172413793
52,0.3917131071740931,0.8735632183908046,0.7734806629834254,0.19540229885057472,0.27586206896551724
53,0.3284615901383487,0.8732989826925617,0.7295597484276729,0.3333333333333333,0.16091954022988506
54,0.3660676452246579,0.8703923900118906,0.7329192546583851,0.3218390804597701,0.1724137931034483
55,0.31659709323536267,0.8669573259347337,0.7586206896551724,0.2413793103448276,0.2413793103448276
56,0.28579014946113934,0.880697582243361,0.7544910179640718,0.27586206896551724,0.19540229885057472
57,0.3098283613269979,0.8810939357907253,0.75,0.27586206896551724,0.20689655172413793
58,0.27563888240944256,0.8800369929977541,0.7239263803680982,0.3218390804597701,0.19540229885057472
59,0.28980155424638226,0.8738274540890474,0.697986577181208,0.40229885057471265,0.11494252873563218
60,0.29523382403633813,0.8837362927731537,0.7764705882352941,0.2413793103448276,0.19540229885057472
61,0.29583899812264874,0.8840005284713965,0.7861271676300579,0.21839080459770116,0.20689655172413793
62,0.27002341638911853,0.8896815959836174,0.7804878048780488,0.26436781609195403,0.14942528735632185
63,0.2393245751207525,0.8948341920993527,0.7951807228915663,0.2413793103448276,0.14942528735632185
64,0.26870938864621247,0.8944378385519884,0.7928994082840237,0.22988505747126436,0.1724137931034483
65,0.2954774485393004,0.8908706566257101,0.7636363636363637,0.27586206896551724,0.1724137931034483
66,0.23213577947833322,0.8898137138327388,0.7272727272727273,0.3563218390804598,0.12643678160919541
67,0.29446535218845715,0.8932487779098957,0.7804878048780488,0.26436781609195403,0.14942528735632185
68,0.22877973453565079,0.8907385387765887,0.7484662576687117,0.2988505747126437,0.1724137931034483
69,0.26087143881754443,0.8857180605099749,0.7530864197530864,0.2988505747126437,0.16091954022988506
70,0.21341142871163107,0.8895494781344959,0.7804878048780488,0.26436781609195403,0.14942528735632185
71,0.24983546815135263,0.8913991280221958,0.7904191616766467,0.2413793103448276,0.16091954022988506
72,0.2989791211756793,0.8936451314572599,0.7857142857142857,0.2413793103448276,0.1724137931034483
73,0.21859266676686026,0.8907385387765887,0.7710843373493976,0.26436781609195403,0.1724137931034483
74,0.23343961211768063,0.9051393843308231,0.8409090909090909,0.14942528735632185,0.1724137931034483
75,0.2787368324669925,0.8999867882150878,0.7777777777777778,0.27586206896551724,0.13793103448275862
76,0.2491649646650661,0.8923239529660457,0.7560975609756098,0.28735632183908044,0.1724137931034483
77,0.18957976590503345,0.8886246531906461,0.7530864197530864,0.2988505747126437,0.16091954022988506
78,0.18697235394607892,0.8928524243625314,0.7976878612716763,0.20689655172413793,0.19540229885057472
79,0.20859718051823703,0.8920597172678029,0.7831325301204819,0.25287356321839083,0.16091954022988506
80,0.1754369999874722,0.8912670101730744,0.783625730994152,0.22988505747126436,0.19540229885057472
